allure_id;name;full_name;description;status;start;stop;duration;precondition;expected_result;message;test_case_id;test_case_status;layer;issues;scenario;tag;link;parameter;executor;Lead;Owner;RO;Tester;ResponsibleReviewer;Testrole;Epic;Feature;Layer;Milestone;Priority;product;Section1;Section2;Section3;Story;Suite;test_type;version
171428214;02. Регистрация возврата платежа;tests.nbss.refund_monetary_funds.test_refund_monetary_funds.TestRefundMonetaryFunds#test_registering_refund_payment;Регистрация возврата платежа;failed;1787046083941;1787046142913;58s 972ms;;;"AssertionError: Locator expected to have text 'Ожидает обработки'
Actual value: Обрабатывается 
Call log:
  - Expect ""to_have_text"" with timeout 5000ms
  - waiting for locator(""div:has(>h3) span[class*=tag] div"")
    13 × locator resolved to <div class=""sc-brSamD jGQAuT"">Обрабатывается</div>
       - unexpected value ""Обрабатывается""

Aria snapshot:
- text: Обрабатывается";580011;Active;Automated;;"1. * Клиент существует в системе
* Была произведена продажа клиенту
* На лицевом счете клиента был принят хотя бы один платеж
* На балансе есть доступная для возврата сумма
2. [expected] {""action"":""* Авторизоваться под пользователем с ролью BSS-Box:v1:Finance:BillingPayment:Reservation:Full\n* Перейти в контекст клиента\n![image.png](/api/rs/testcase/attachment/327843/content)\n* Создать новую заявку"",""expected"":""Откроется форма создания заявки\n![image.png](/api/rs/testcase/attachment/327844/content) ""}
3. [expected] {""action"":""* Выбрать тему возрата денежных средств\n![image.png](/api/rs/testcase/attachment/327851/content)"",""expected"":""Тема заявки будет применена в форме, будут доступны для редактирования параметры:\n    * Лицевой счет\n    * Предпочтительный email\n    * Предпочтительный телефон\n    * Цель возврата\n    * Планируемая сумма возврата\n    * Описание\n    * Документы\n    * Приоритет""}
4. [expected] {""action"":""* Заполнить параметры \n    * Лицевой счет (обязательно)\n    * Цель возврата \""Платеж\""\n    * Планируемая сумма возврата (обязательно)\n![image.png](/api/rs/testcase/attachment/327908/content)\n* Сохранить заявку и передать её на обработку\n\n"",""expected"":""Откроется форма \""Передача на обработку\""\n![image.png](/api/rs/testcase/attachment/327855/content)""}
5. [expected] {""action"":""* Нажать \""Передать\"""",""expected"":""Завяка будет отображена в списке заявок клиента\n![image.png](/api/rs/testcase/attachment/327909/content)""}
6. [expected] {""action"":""* Нажать на созданную заявку\n"",""expected"":""Откроется форма текущей заявки\n![image.png](/api/rs/testcase/attachment/327910/content)""}
7. [expected] {""action"":""Нажать кнопку \""Обработка\"", выбрать \""Взять в обработку\"""",""expected"":""Заявка будет взята в обработку, её статус сменится на \""Обрабатывается\""""}
8. [expected] {""action"":""* Нажать \""Редактировать\""\n* Сменить статус согласования возврата на \""Согласовано\""\n![image.png](/api/rs/testcase/attachment/327912/content) \n* Нажать \""Сохранить\""\n* Нажать \""Обработка\"", выбрать \""Передать в обработку\"""",""expected"":""Откроется форма передачи в обработку""}
9. [expected] {""action"":""Нажать \""Передать\"""",""expected"":""Заявка перейдет в статус \""Ожидает обработки\"", после чего будет закрыта автоматически, а с ЛС клиента будет списана сумма возврата""}";NEED_TO_BE_UPDATED;https://confluence.nexign.com/pages/viewpage.action?pageId=725107101;;;;Matvey.Samsonov;;;;;E2E_70 Возврат монетарных средств;E2E_70 Возврат монетарных средств;;;;;;;;;E2E_70 Возврат монетарных средств;;2.0,2.1,3.0,3.1,3.2
171428219;06. Просмотр статусов ОП;tests.nbss.manage_promised_payments.test_some_actions_with_promised_payment.TestSomeActionsWithPromisedPayment#test_check_status_promised_payment;;failed;1787046116448;1787046151599;35s 151ms;;;"AssertionError: [Modal] Unexpected modal window
Locator.click: Timeout 10000ms exceeded.
Call log:
  - waiting for locator(""div[class*='platform-table'] div div:nth-child(1) button:nth-of-type(1)"")
    - locator resolved to <button type=""button"" class=""ant-btn css-lkxfyp ant-btn-primary ant-btn-color-primary ant-btn-variant-solid sc-fmKFGs jtotuC"">…</button>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <div tabindex=""-1"" class=""ant-modal-wrap ant-modal-centered"">…</div> from <div>…</div> subtree intercepts pointer events
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <div tabindex=""-1"" class=""ant-modal-wrap ant-modal-centered"">…</div> from <div>…</div> subtree intercepts pointer events
    - retrying click action
      - waiting 100ms
    17 × waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <div tabindex=""-1"" class=""ant-modal-wrap ant-modal-centered"">…</div> from <div>…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms";581748;Active;Automated;;"1. * У оператора есть права доступа для работы с ОП
* Заведен клиент
* У клиента есть ЛС
* У клиента есть абонент
* У клиента есть хотя бы один ОП
2. [expected] {""action"":""* Открыть карточку клиента\n* Перейти в \""Лицевые счета\"" -> искомый лицевой счет\n![image.png](/api/rs/testcase/attachment/329781/content)"",""expected"":""* Откроется форма лицевого счета клиента\n![image.png](/api/rs/testcase/attachment/329782/content)""}
3. [expected] {""action"":""* Перейти в меню -> \""Платежи\"" -> \""Обещанные платежи\""\n![image.png](/api/rs/testcase/attachment/329783/content)"",""expected"":""На форме обещанных платежей будут отображены обещанные платежи\n![image.png](/api/rs/testcase/attachment/329784/content)""}
4. [expected] {""action"":""* Выбрать ОП\n* Нажать кнопку \""История статусов\""\n![image.png](/api/rs/testcase/attachment/329866/content)"",""expected"":""Появляется форма \""История статусов платежа\"" со списком статусов выбранного ОП\n![image.png](/api/rs/testcase/attachment/329867/content)""}";regress,@pytest.mark.usefixtures('nexign_ui_stand_login');;;;;;;;;;E2E_80 Управление обещанными платежами;E2E_80 Управление обещанными платежами;;;;;;;;;E2E_80 Управление обещанными платежами;;2.1,3.0,3.1,3.2
171428223;06. Сброс фильтров для просмотра скидок;tests.nbss.e2e_67_billing_discounts.test_view_discounts.TestViewBillingDiscount#test_clear_filter_billing_discount;;broken;1787045957203;1787046166265;3m 29s;;;"playwright._impl._errors.TimeoutError: Locator.click: Timeout 10000ms exceeded.
Call log:
  - waiting for locator(""[class*=extra-tools] > div > div:not([style]) [data-icon=ArrowDropDown]"")";676536;Active;;;"1. [expected] {""action"":""* Оператор авторизован в системе\n* Клиент существует в системе\n* У клиента есть подключенный ПП с абонентом\n* У клиента есть активная биллинговая скидка\n* Применен фильтр из тест-кейса: [05. Применение фильтров для просмотра скидок](https://allure.nexign.com/project/313/test-cases/676533?treeId=825)"",""expected"":""Условия выполнены""}
2. [expected] {""action"":""С карточки клиента перейти в лицевые счета\n![1.PNG](/api/rs/testcase/attachment/344626/content)"",""expected"":""Открыта форма Лицевых счетов""}
3. [expected] {""action"":""Нажать ![icon_sf_1.PNG](/api/rs/testcase/attachment/344627/content), перейти в пункт меню \""Биллинговые скидки и доначисления\""\n"",""expected"":""Открыта форма Биллинговых скидок и доначислений\n""}
4. [expected] {""action"":""* Нажать кнопку \""Еще\""\n* Нажать \""Сбросить\""\n![16.PNG](/api/rs/testcase/attachment/379937/content)"",""expected"":""Фильтры сброшены""}";NEED_TO_BE_UPDATED;https://confluence.nexign.com/pages/viewpage.action?pageId=659783906;;;;Yelena.Nevdachina;;;;;E2E_67 Управление биллинговыми скидками;E2E_67 Управление биллинговыми скидками;;;;;;;;;E2E_67 Управление биллинговыми скидками;;2.0,2.1,3.0,3.1,3.2
171428283;06. Попытка возврата монетарных средств при недостаточной доступной для возврата сумме ФЛ;tests.nbss.refund_monetary_funds.test_refund_monetary_funds.TestRefundMonetaryFunds#test_refund_amount_exceeds_allowed_amount;Попытка возврата монетарных средств при недостаточной доступной для возврата сумме ФЛ;passed;1787046173600;1787046199258;25s 658ms;;;;579684;Active;Automated;;"1. * Клиент существует в системе
* Была произведена продажа клиенту B2C
* На лицевом счете клиента был принят хотя бы один платеж
* Доступных средств для возврата недостаточно
2. [expected] {""action"":""* Авторизоваться под пользователем с ролью BSS-Box:v1:Finance:BillingPayment:Reservation:Full;\n* Перейти в контекст клиента\n![image.png](/api/rs/testcase/attachment/328355/content)\n* Нажать кнопку \""Создание заявки\"""",""expected"":""Откроется форма создания заявки\n![image.png](/api/rs/testcase/attachment/328356/content)""}
3. [expected] {""action"":""* Выбрать тему \""возрат денежных средств\"", нажать \""Применить\""\n![image.png](/api/rs/testcase/attachment/328357/content)"",""expected"":""Тема заявки будет применена в форме, будут доступны для редактирования параметры:\n\n* Лицевой счет\n* Предпочтительный email\n* Предпочтительный телефон\n* Цель возврата\n* Планируемая сумма возврата\n* Описание\n* Документы\n* Приоритет\n![image.png](/api/rs/testcase/attachment/328358/content)""}
4. [expected] {""action"":""Заполнить параметры\n* Лицевой счет (обязательно)\n* Цель возврата \""Сумма\""\n* Планируемая сумма возврата больше доступной\n![image.png](/api/rs/testcase/attachment/328360/content)\n* Сохранить заявку и передать в обработку"",""expected"":""* При попытке передать на обработку, выйдет сообщение об ошибке \""Нельзя перейти к согласованию возврата, так как сумма, заявленная к возврату, некорректна\""\n![image.png](/api/rs/testcase/attachment/328361/content)""}";NEED_TO_BE_UPDATED;https://confluence.nexign.com/pages/viewpage.action?pageId=725107101;;;;Matvey.Samsonov;;;;;E2E_70 Возврат монетарных средств;E2E_70 Возврат монетарных средств;;;;;;;;;E2E_70 Возврат монетарных средств;;2.0,2.1,3.0,3.1,3.2
171428289;09. Превышение размера комиссии;tests.nbss.manage_promised_payments.test_some_actions_with_promised_payment.TestSomeActionsWithPromisedPayment#test_excess_commission_amount;;failed;1787046175898;1787046210811;34s 913ms;;;"AssertionError: [Modal] Unexpected modal window
Locator.click: Timeout 10000ms exceeded.
Call log:
  - waiting for locator(""div[class*='platform-table'] div div:nth-child(1) button:nth-of-type(1)"")
    - locator resolved to <button type=""button"" class=""ant-btn css-lkxfyp ant-btn-primary ant-btn-color-primary ant-btn-variant-solid sc-fmKFGs jtotuC"">…</button>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <div tabindex=""-1"" class=""ant-modal-wrap ant-modal-centered"">…</div> from <div>…</div> subtree intercepts pointer events
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <div tabindex=""-1"" class=""ant-modal-wrap ant-modal-centered"">…</div> from <div>…</div> subtree intercepts pointer events
    - retrying click action
      - waiting 100ms
    17 × waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <div tabindex=""-1"" class=""ant-modal-wrap ant-modal-centered"">…</div> from <div>…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms";584260;Active;Automated;;"1. Были выполнены действия из https://allure.nexign.com/project/313/test-cases/583882?treeId=812 до 5 шага включительно
2. [expected] {""action"":""Указать:\n* Сумму\n* Комиссию > 500\n* Срок\n* Абонент (Если указана комиссия)\n![image.png](/api/rs/testcase/attachment/329968/content)\nНажать кнопку \""Подключить\"""",""expected"":""Выйдет сообщение об ошибке \""Клиенту недоступно подключение ОП\nКомиссия за ОП (501) превышает максимально допустимую величину (500)\""\n![image.png](/api/rs/testcase/attachment/329969/content)""}";regress,@pytest.mark.usefixtures('nexign_ui_stand_login');;;;;;;;;;E2E_80 Управление обещанными платежами;E2E_80 Управление обещанными платежами;;;;;;;;;E2E_80 Управление обещанными платежами;;2.1,3.0,3.1,3.2
171428957;01. Подписание договора до завершения продажи;tests.nbss.sign_agreement_before_and_after_sale.test_sign_agreement_before_sale.TestSignAgreementBeforeSale#test_sign_agreement_before_sale;;passed;1787046234485;1787046253787;19s 302ms;;;;666621;Active;Automated;;"1. [expected] {""action"":""* Оператор авторизован в системе\n* Клиент существует в системе\n* Оператор находится в контексте карточки договора\n* У клиента есть договор в статусе \""Оформлен\"" или \""По гарантии\""\n* У клиента есть подписант или иное связанное лицо"",""expected"":""Условия выполнены""}
2. [expected] {""action"":""Нажать кнопку \""Подписать договор\""\n![Договор. ФЛ. Договор по гарантии.png](/api/rs/testcase/attachment/369223/content)"",""expected"":""Открыта форма подписания договора""}
3. [expected] {""action"":""Заполнить обязательные поля:\n* Дата подписания\n* ФИО представителя клиента\n* ФИО представителя оператора\n* Документ\n![Договор. ФЛ. Договор по гарантии. Подписание договора. Состояние по умолчанию.png](/api/rs/testcase/attachment/369224/content)"",""expected"":""* Договор подписан и имеет статус \""Действующий\""\n* В карточке договора нет кнопки \""Подписать договор\""""}";;https://confluence.nexign.com/pages/viewpage.action?pageId=719296060;;;;Yelena.Nevdachina;;;;;E2E_62 Продажа клиенту B2B;E2E_62_35 Продажа клиенту B2B (Подписание договора на клиенте до прохождения процесса продажи);;Release 1;;;;;;;E2E_62 Продажа клиенту B2B;;2.1,3.0,3.1,3.2
171429253;05. Несогласование заявки на возврат суммы;tests.nbss.refund_monetary_funds.test_refund_monetary_funds.TestRefundMonetaryFunds#test_disagreement_refund;Несогласование заявки на возврат суммы;passed;1787046231941;1787046283282;51s 341ms;;;;580014;Active;Automated;;"1. * Клиент существует в системе
* Была произведена продажа клиенту B2C
* На лицевом счете клиента был принят хотя бы один платеж
* Авторизоваться под пользователем с ролью BSS-Box:v1:Finance:BillingPayment:Reservation:Full;
Были выполнены шаги:
* https://allure.nexign.com/project/313/test-cases/579567?treeId=812
* https://allure.nexign.com/project/313/test-cases/580011?treeId=812
2. [expected] {""action"":""* Из главной страницы перейти в форму просмотра заявок\n![image.png](/api/rs/testcase/attachment/333413/content)"",""expected"":""Отобразится экранная форма \""заявки\""\n![image.png](/api/rs/testcase/attachment/328456/content)""}
3. [expected] {""action"":""* Нажать на номер заявки для обработки"",""expected"":""Откроется форма обработки заявки\n![image.png](/api/rs/testcase/attachment/328457/content)""}
4. [expected] {""action"":""Нажать \""Обработка\"" -> \""Взять на обработку\"""",""expected"":""Станет доступна возможность редактирования заявку\n![image.png](/api/rs/testcase/attachment/328458/content)""}
5. [expected] {""action"":""Нажать \""Редактировать\"""",""expected"":""Для редактирования откроются поля:\n* Код\n* Тема\n* Приоритет\n* Дата закрытия (план)\n* Описание\n* Статус согласования возврата\n* Комментарий к согласованию\n![image.png](/api/rs/testcase/attachment/328459/content)""}
6. [expected] {""action"":""В пункте \""Статус согласования возврата\"" Указать \""Не согласовано\""\nНажать \""Сохранить\"""",""expected"":""Форма будет закрыта для редактирования, статсу согласования возврата будет \""Не согласовано\""\n![image.png](/api/rs/testcase/attachment/328460/content)""}
7. [expected] {""action"":""* Нажать \""Обработка\"" -> \""Передать на обработку\"""",""expected"":""Выйдет окно передачи заявки на обработку с ошибкой \""Невозможно перейти на данный шаг, т.к. возврат не согласован\""\n![image.png](/api/rs/testcase/attachment/328957/content)""}";NEED_TO_BE_UPDATED;https://confluence.nexign.com/pages/viewpage.action?pageId=725107101;;;;Matvey.Samsonov;;;;;E2E_70 Возврат монетарных средств;E2E_70 Возврат монетарных средств;;;;;;;;;E2E_70 Возврат монетарных средств;;2.0,2.1,3.0,3.1,3.2
171429833;02. Подписание договора до завершения продажи (нет связанного лица);tests.nbss.sign_agreement_before_and_after_sale.test_sign_agreement_before_sale.TestSignAgreementBeforeSale#test_sign_agreement_before_sale_without_link_person;;broken;1787046279038;1787046308288;29s 250ms;;;"playwright._impl._errors.TimeoutError: Locator.click: Timeout 10000ms exceeded.
Call log:
  - waiting for locator(""[class*='drawer-body'] [class*='form-vertical'] > div:nth-child(5) > button"")";666623;Active;Automated;;"1. [expected] {""action"":""* Оператор авторизован в системе\n* Клиент существует в системе\n* Оператор находится в контексте карточки договора\n* У клиента есть договор в статусе \""Оформлен\"" или \""По гарантии\""\n* У клиента **нет** связанного лица"",""expected"":""Условия выполнены""}
2. [expected] {""action"":""Нажать кнопку \""Подписать договор\""\n![Договор. ФЛ. Договор по гарантии.png](/api/rs/testcase/attachment/369223/content)"",""expected"":""Открыта форма подписания договора""}
3. [expected] {""action"":""Заполнить обязательные поля:\n* Дата подписания\n* ФИО представителя клиента\n* ФИО представителя оператора\n* Документ"",""expected"":""Появилась ошибка \""У клиента нет связанных лиц, которые могут подписать договор\""\n![Договор. ФЛ. Договор по гарантии. Подписание договора. Нет связаных лиц.png](/api/rs/testcase/attachment/369232/content)""}";;https://confluence.nexign.com/pages/viewpage.action?pageId=719296060;;;;Yelena.Nevdachina;;;;;E2E_62 Продажа клиенту B2B;E2E_62_35 Продажа клиенту B2B (Подписание договора на клиенте до прохождения процесса продажи);;Release 1;;;;;;;E2E_62 Продажа клиенту B2B;;2.1,3.0,3.1,3.2
171429871;17 Просмотр Рассрочки (Первый платеж по графику частично оплачен);tests.nbss.debt_restructuring.test_debt_restructuring_part_2.TestDebtRestructuringPart2#test_installment_creation_first_payment_partially_paid;;passed;1787046144280;1787046310958;2m 46s;;;;619407;Active;;;"1. [expected] {""action"":""* Выполнен вход в систему NexignUI\n* Заранее выбран необходимый Клиент\n* У выбранного клиента есть лицевой счет\n* У выбранного клиента есть один или более активных абонентов с подключенными Продуктовыми предложениями.\n* На выбранном лицевом счете совершен платеж.\n* На выбранном лицевом счете есть начисления.\n* Балнас лицевого счета, с учетом начислений, **отрицательный**.\n* Выполнен кейс [Создание заявки на реструкторизацию долга](https://allure.nexign.com/project/313/test-cases/592804?treeId=825)\n* В рамках предыдущего кейса проведен внеочередной биллиг, с долгом.\n* Выполнен кейс [Создание рассрочки (Без первоначального платежа)](https://allure.nexign.com/project/313/test-cases/616268?treeId=825) - **Для удобства тестирования рекомендуется выбирать даты платежей в ближайшем будущем**\n* Баланс ЛС = первончальной сумме долга.\n* Дата наступления первого платежа по рассрочке еще не наступила\n* Открыта карточка клиента на уровне лицевого счета"",""expected"":""Все условия выполнены\n\n![Форма лс клиента рз.JPG](/api/rs/testcase/attachment/356892/content)""}
2. [expected] {""action"":""Дождаться даты списания первого платежа по графику\nПополнить баланс на сумму, достаточную для **Частичного** погашения первого платежа по графику [Прием наличного платежа](https://allure.nexign.com/project/313/test-cases/600511?treeId=825)"",""expected"":""Балланс клиента уменьшился на сумму первого платежа по графику""}
3. [expected] {""action"":""* Открыть боковое левое меню\n* Перейти на форму \""Рассрочки\""\n\n![Кнопка рассрочки.JPG](/api/rs/testcase/attachment/356893/content)"",""expected"":""* Открыта форма \""Рассрочки\""\n* Форма поделена на левую и правую часть\n\nЛевая часть содержит:\n\n* Список всех доступных рассрочек.\n* По выбранной рассрочке выводится:\n\n1. Наименование в формате \""{{Сумма}} RUB от {{Дата созданя}}\n2. Доп. соглашение - Количество Доп. соглашений.\n3. Сумма предстоящего платежа\n4. Дата предстоящего платежа - Текущая дата\n\nПрава часть содержит подробную информацию по выбранной рассрочке:\n\n* Наименование в формате \""Рассрочка на {{Сумма}} RUB от {{Дата создания}}\""\n* Текущий статус рассрочки - Частично оплачена\n* Сумма просроченных платежей на текущую дату\n* Текущая дата\n* Доп. Соглашение - количество Доп. соглашений\n* \""Первоначальный платеж\"" - Значение соответсвует выбранному на этапе создания рассрочки - Не предусмотрен\n* Блок \""Платежи по графику {{Сумма}}\"" содержит графическое отображение платежей с их датой и суммой.\n* Цвет платежей в блоке соответствует статусу каждого платежа (Зеленый - Оплачено, Красный - Просрочено, Серый - Ожидает оплаты). \n\n1. Первый платеж по графику - Частично Красный\n2. Последующие платежи по графику - Серый.\n\n* Блок \""График платежей\"" содержит следующую информацию:\n\n1. Таблицу с графиком платежей. - Количество, даты и суммы платежей соответствуют рассчетам с формы создания платежа.\n2. В списке \""График платежей\"" статус первого платежа соответствует - \""Частично оплачен\""\n3. В списке \""График платежей\"" статус последующих платежей соответствует - \""Ожидает оплаты\""\n3. Поле \""Платеж\"" - Сумма платежа. Для всех платежей\n4. Поле \""Не оплачено\"" - Сумма платежа. Для всех платежей кроме первого\n5. Поле \""Оплачено\"" - 0.00. Для всех платежей кроме первого\n6. Поле \""Не оплачено\"" для первого платежа = Сумма платежа - Поступивший платеж (Шаг 2) \n7. Поле \""Оплачено\"" для первого платежа = Сумма платежа - \""Не оплачено\""\n8. Доступны кнопки:\n\n* Обновить\n* Очистить фильтр\n* Детальный график рассрочки\n* Только неоплаченные - переключатель. По умолчанию выключен.\n\n![частично оплачено.JPG](/api/rs/testcase/attachment/358548/content)""}";;;;;;Grigoriy.Molitvin;;;;;E2E_68 Поддержка реструктуризации задолженности;E2E_68 Поддержка реструктуризации задолженности;;;;;Форма "Рассрочки";;;;E2E_68 Поддержка реструктуризации задолженности;;2.0,2.1,3.0,3.1,3.2
171430698;04. Согласование заявки на возврат;tests.nbss.refund_monetary_funds.test_refund_monetary_funds.TestRefundMonetaryFunds#test_re_agreement_refund;Согласование заявки на возврат;failed;1787046318037;1787046353791;35s 754ms;;;"AssertionError: Locator expected to be visible
Actual value: None
Error: element(s) not found 
Call log:
  - Expect ""to_be_visible"" with timeout 5000ms
  - waiting for locator(""//div[@role='alert' and contains(@class, 'notice')]/*[contains(@class, 'notice-message')]"").first

Aria snapshot:
- button:
  - img
- button:
  - img
- separator
- heading ""Клиент"" [level=4]
- textbox ""Лицевой счёт""
- textbox ""Абонент""
- button:
  - img:
    - img
- separator
- button ""Иванов И.И."":
  - paragraph: Иванов И.И.
  - img
- paragraph: Клиент
- link ""ФЛ-автотесты-Сысоева ФЛ-автотесты-Капитон Геннадьевна"":
  - /url: /nbss/customer-hierarchy-management/customers/9102/overview
- 'heading ""Клиент: ФЛ-автотесты-Сысоева ФЛ-автотесты-Капитон Геннадьевна"" [level=3]'
- text: Действующий
- paragraph: Физическое лицо
- tablist:
  - tab ""Обзор"" [selected]
  - tab ""Персональные данные""
  - tab ""Связанные лица""
  - tab ""Договоры""
  - tab ""Лицевые счета""
  - tab ""Заявки""
  - tab ""Продукты""
  - tab ""Потребление""
- tabpanel ""Обзор"":
  - heading ""Сводная информация о клиенте"" [level=4]
  - button:
    - img
  - img
  - heading ""Информация о клиенте"" [level=4]
  - button:
    - img
  - button:
    - img
  - text: Наименование клиента
  - textbox ""Наименование клиента"": ФЛ-автотесты-Сысоева ФЛ-автотесты-Капитон Геннадьевна
  - text: Тип клиента Физическое лицо
  - img
  - heading ""Лицевые счета"" [level=4]
  - superscript: ""1""
  - button:
    - img
  - button:
    - img
  - button:
    - img
  - link ""21720"":
    - /url: /nbss/customer-hierarchy-management/accounts/8105/account
  - paragraph: Биллинговый
  - paragraph: 1 000.00 RUB
  - img
  - heading ""Договоры"" [level=4]
  - superscript: ""1""
  - button:
    - img
  - button:
    - img
  - button:
    - img
  - link ""9102/2026/000704"":
    - /url: /nbss/customer-hierarchy-management/agreements/8451/agreement
  - paragraph: ""Период действия:""
  - paragraph: 18.08.2026 - бессрочно
  - img
  - img
  - heading ""Абоненты"" [level=4]
  - button:
    - img
  - button:
    - img
  - button:
    - img
  - heading ""Абонентов пока нет"" [level=3]
- button:
  - img
- button:
  - img
- button:
  - img
- button:
  - img
- button:
  - img
- button:
  - img
- button:
  - img";580028;Active;Automated;;"1. * Клиент существует в системе
* Была произведена продажа клиенту B2C
* На лицевом счете клиента был принят хотя бы один платеж
* Доступных средств для возврата достаточно
* Существует заявка на возврат в статусе ""Не согласовано""
* Авторизоваться под пользователем с ролью BSS-Box:v1:Finance:BillingPayment:Reservation:Full;
2. [expected] {""action"":""* Из главной страницы перейти в форму просмотра заявок\n![image.png](/api/rs/testcase/attachment/333413/content)"",""expected"":""Будут отображена форма просмотра заявок в очереди\n![image.png](/api/rs/testcase/attachment/328988/content)""}
3. [expected] {""action"":""* Выбрать созданную заявку на возврат средств\n* Взять заявку на обработку\n* Нажать кнопку \""Редактировать\"" и изменить параметр:\n * Статус согласования (Согласовано)\n![image.png](/api/rs/testcase/attachment/328989/content)\n* Нажать \""Сохранить\"""",""expected"":""* В поле \""Статус согласования возврата\"" будет значение \""Согласовано\""\n![image.png](/api/rs/testcase/attachment/328990/content)""}
4. [expected] {""action"":""* Передать заявку на обработку в очередь выполнения возврата средств\n![image.png](/api/rs/testcase/attachment/328992/content)"",""expected"":""Откроется форма \""Передача на обработку\""\n![image.png](/api/rs/testcase/attachment/328993/content)""}
5. [expected] {""action"":""Нажать \""Передать\"" и дождаться автоматической обработки заявки"",""expected"":""Заявка будет обработана и закрыта\n![image.png](/api/rs/testcase/attachment/328994/content)""}";NEED_TO_BE_UPDATED;https://confluence.nexign.com/pages/viewpage.action?pageId=725107101;;;;Matvey.Samsonov;;;;;E2E_70 Возврат монетарных средств;E2E_70 Возврат монетарных средств;;;;;;;;;E2E_70 Возврат монетарных средств;;2.0,2.1,3.0,3.1,3.2
171430735;03. Редактирование договора до завершения продажи;tests.nbss.sign_agreement_before_and_after_sale.test_sign_agreement_before_sale.TestSignAgreementBeforeSale#test_edit_agreement_before_sale;;passed;1787046330725;1787046356197;25s 472ms;;;;666622;Active;Automated;;"1. [expected] {""action"":""* Оператор авторизован в системе\n* Клиент существует в системе\n* Оператор находится в контексте карточки договора\n* У клиента есть договор в статусе \""Действующий\""\n* У клиента есть подписант или иное связанное лицо"",""expected"":""Условия выполнены""}
2. [expected] {""action"":""Нажать кнопку \""Редактировать\"""",""expected"":""Открыта форма редактирования договора\n\n\n\n![image.png](/api/rs/testcase/attachment/382989/content)""}
3. [expected] {""action"":""* Изменить поле  \""Дата расторжение договора\"", указав дату расторжения договор вместо \""Бессрочно\""\n* Изменить поле \""Тип договора\""\n* Нажать кнопку \""Сохранить\""\n\n\n![image.png](/api/rs/testcase/attachment/382990/content)"",""expected"":""Договор изменен""}
4. [expected] {""action"":""* Проверить, что в карточке договора отобразилась указанная в шаге 5 дата растрожения договора\n* Проверить, что в карточке договора отобразился указанный в шаге 5 тип договора\n\n\n\n![image.png](/api/rs/testcase/attachment/382991/content)"",""expected"":""* Дата изменилась\n* Тип договора изменился\n""}";;https://confluence.nexign.com/pages/viewpage.action?pageId=719296060;;;;Yelena.Nevdachina;;;;;E2E_62 Продажа клиенту B2B;E2E_62_35 Продажа клиенту B2B (Подписание договора на клиенте до прохождения процесса продажи);;Release 1;;;;;;;E2E_62 Продажа клиенту B2B;;2.1,3.0,3.1,3.2
171430795;04. Подписание договора до завершения продажи. Не заполнены обязательные поля;tests.nbss.sign_agreement_before_and_after_sale.test_sign_agreement_before_sale.TestSignAgreementBeforeSale#test_sign_agreement_before_sale_without_filling_required_fields;;passed;1787046378783;1787046392061;13s 278ms;;;;681397;Active;Automated;;"1. [expected] {""action"":""* Оператор авторизован в системе\n* Клиент существует в системе\n* Оператор находится в контексте карточки договора\n* У клиента есть договор в статусе \""Действующий\""\n* У клиента есть подписант или иное связанное лицо"",""expected"":""Условия выполнены""}
2. [expected] {""action"":""Нажать кнопку \""Подписать договор\""\n"",""expected"":""Открыта форма подписания договора\n\n\n![image.png](/api/rs/testcase/attachment/382959/content)""}
3. [expected] {""action"":""Нажать кнопку \""Подписать\""\n"",""expected"":""* Незаполненные обязательные поля подсветились красным\n* Под каждым незаполненным обязательным полем появилось сообщение \""Обязательно для заполнения\""\n\n\n![image.png](/api/rs/testcase/attachment/382958/content)""}";;https://confluence.nexign.com/pages/viewpage.action?pageId=719296060;;;;Arina.Luneva;;;;;E2E_62 Продажа клиенту B2B;E2E_62_35 Продажа клиенту B2B (Подписание договора на клиенте до прохождения процесса продажи);;;;;;;;;E2E_62 Продажа клиенту B2B;;2.1,3.0,3.1,3.2
